Unnamed: 0,Latitude,Longitude
0,12.97039445,77.6447133
1,12.98241296,77.72197936
2,12.99827011,77.56945521
3,12.95404312,77.56886512
4,12.97912104,77.64403872
5,12.99763172,77.6968206
6,12.93658526,77.61346791
7,12.93343554,77.61434499
8,12.97182157,77.64110304
9,12.93296695,77.63111752
10,12.97021802,77.64030542
11,12.96396971,77.63859853
12,12.91804385,77.63768893
13,12.97472511,77.60541189
14,12.9702177,77.6376145
15,12.9703033,77.64449771
16,12.93347017,77.61418238
17,12.91293443,77.68290594
18,12.9703266,77.6357265
19,12.97606334,77.60155186
20,12.9704219,77.61105794
21,12.9163576,77.60477956
22,12.95490768,77.58568022
23,12.97033695,77.64527254
24,12.9716667,77.59839457
25,12.95567127,77.72527816
26,12.96657733,77.60869961
27,12.96993083,77.64142055
28,12.97351365,77.62020294
29,12.91356874,77.63820257
30,12.91189129,77.6380631
31,12.92623505,77.54873414
32,12.96977891,77.60707453
33,12.98098133,77.63725977
34,12.89323791,77.58632932
35,12.90573138,77.60841161
36,12.97263281,77.6082956
37,12.97087767,77.60744736
38,12.92267737,77.65144195
39,12.93464785,77.62554456
40,12.9705374,77.61045441
41,12.91192952,77.63801917
42,12.97187907,77.59511355
43,12.97065518,77.60065634
44,12.97040393,77.64586598
45,12.96697006,77.60783695
46,12.90635951,77.59681508
47,12.97033009,77.64467239
48,12.96796788,77.60736287
49,12.97006806,77.63965968
50,12.96697626,77.63693791
51,12.997432,77.69654
52,12.99150568,77.59425055
53,12.97992377,77.69411355
54,12.9293182,77.6346292
55,12.93484587,77.62964129
56,12.93495371,77.62904651
57,12.93344436,77.62366802
58,12.97329573,77.60922331
59,12.98237081,77.72192437
60,12.9330506,77.58236803
61,12.939076,77.626065
62,12.9788881,77.640922
63,12.96988085,77.64128376
64,12.90637388,77.58206293
65,13.0247031,77.7614997
66,12.97317843,77.60922901
67,12.93338717,77.62224443
68,12.9450049,77.57145714
69,12.91438475,77.58587368
70,12.935475,77.614142
71,13.02737411,77.57731508
72,12.84977027,77.65783768
73,12.90755234,77.59935513
74,12.94831687,77.69886877
75,12.93708161,77.61755928
76,12.90637585,77.57786125
77,12.91417919,77.67762903
78,13.0215447,77.64050692
79,12.9155733,77.64901623
80,12.96170807,77.59464987
81,12.97177616,77.59648249
82,12.96960182,77.60755699
83,13.00574325,77.58071411
84,12.97193984,77.60895208
85,12.91049683,77.68550701
86,12.97277559,77.61864122
87,12.97045196,77.64647517
88,12.97038661,77.64484104
89,12.99208654,77.5885703
90,12.93472007,77.6114586
91,12.97064799,77.59764623
92,12.97027193,77.63910782
93,13.01553156,77.63937671
94,12.93347279,77.61531763
95,13.01133522,77.55459845
96,12.9506992,77.69989941
97,12.97175492,77.59585317
98,12.99140015,77.57052138
99,12.97654622,77.72548534
100,12.97187907,77.59512763
101,12.97436899,77.6070068
102,12.96692464,77.60648813
103,12.99166902,77.57057972
104,12.93612059,77.62140188
105,12.98185429,77.69270372
106,13.01480931,77.63301518
107,12.96016948,77.64709309
108,12.97828956,77.63733722
109,12.93792401,77.69539163
110,12.93348455,77.62338437
111,12.99789802,77.62228031
112,12.94987972,77.69929022
113,12.96962665,77.60649417
114,12.9371437,77.6196209
115,12.92042941,77.68433522
116,12.98744777,77.61663426
117,12.91816182,77.57409576
118,12.97532366,77.60504678
119,12.89404026,77.58630652
120,13.06349503,77.59116936
121,12.90938211,77.52730262
122,12.910836,77.685732
123,13.00852357,77.54921123
124,12.93564417,77.6149904
125,12.97159058,77.59615391
126,12.93346821,77.6153136
127,12.91076971,77.59944364
128,12.97048071,77.6464279
129,13.02268504,77.63974987
130,12.9237685,77.65155863
131,12.90801202,77.38177654
132,12.94962616,77.69908067
133,12.97088192,77.64741194
134,12.9722631,77.59618032
135,12.90494803,77.50928018
136,12.92263064,77.58479577
137,12.84031538,77.6533977
138,12.92639125,77.58480582
139,12.97096818,77.59754632
140,12.98469401,77.57637195
141,12.96759933,77.60004245
142,12.897472,77.717611
143,12.97006446,77.63948902
144,12.89772024,77.71725062
145,12.96554291,77.59650193
146,12.99660238,77.55426016
147,12.95391895,77.63971299
148,12.96287581,77.75073767
149,12.97520669,77.60347266
150,13.0271497,77.57185712
151,12.99862979,77.5423716
152,12.9056987,77.52108358
153,12.98796682,77.72998985
154,12.98265929,77.76712429
155,12.93405379,77.61569481
156,12.93461485,77.61328083
157,12.987374,77.73335
158,13.00379822,77.54363157
159,13.01247039,77.5550675
160,13.00929425,77.55133632
161,12.97197153,77.59636916
162,12.91783372,77.59258356
163,12.89221429,77.6025939
164,12.93305289,77.61474296
165,13.01078413,77.75982298
166,12.9892427,77.7280184
167,12.82667909,77.68089227
168,12.97314348,77.62000144
169,12.91177723,77.63240565
170,12.93432664,77.60959413
171,12.96694359,77.59507231
172,12.92729348,77.58523867
173,12.90412774,77.67593555
174,12.9498954,77.69927882
175,12.96632314,77.6415436
176,12.97025821,77.61481907
177,12.98411117,77.58396763
178,12.92493217,77.56572761
179,12.93868341,77.69494738
180,28.64607661,77.34839626
181,12.93374597,77.61966113
182,13.06264326,77.59249136
183,12.9361487,77.62540944
184,12.97538737,77.60499951
185,12.91180959,77.64383823
186,12.99841973,77.55220156
187,13.02222054,77.63740126
188,12.95603003,77.72001263
189,12.9127743,77.63537619
190,12.97670729,77.72552993
191,12.97343033,77.60934602
192,12.98723444,77.59493887
193,12.9498111,77.69928485
194,12.92554456,77.58385833
195,12.97874369,77.63675988
196,12.91497592,77.6661237
197,12.94836817,77.69886609
198,12.92002746,77.58946717
199,12.93714043,77.61955149
200,12.93445212,77.61273164
201,12.99783235,77.69651916
202,13.02542336,77.63951752
203,12.93712083,77.61437315
204,12.97900114,77.64166094
205,12.93755608,77.61916794
206,12.97796481,77.63669617
207,12.98658855,77.57957485
208,12.93451159,77.61686426
209,12.87617684,77.59534489
210,12.93433808,77.61609849
211,12.989372,77.717098
212,12.90611832,77.60138724
213,12.97034544,77.6459337
214,12.9684181,77.60177549
215,13.01133555,77.55460449
216,12.967199,77.64119
217,12.97307715,77.60247689
218,12.90638238,77.58149866
219,12.91421122,77.66676273
220,12.936211,77.61612
221,12.97012687,77.64027826
222,12.84159063,77.64742803
223,12.93260848,77.61399496
224,12.96830832,77.60269113
225,12.92362472,77.57339403
226,12.970375,77.642769
227,12.97694972,77.64082812
228,12.93334829,77.58343488
229,12.97441506,77.60725256
230,12.96982922,77.59748127
231,12.97521584,77.6051306
232,12.97327612,77.60342874
233,12.97189541,77.59615459
234,12.92766699,77.58085292
235,13.05951114,77.59274114
236,12.91217233,77.64371317
237,12.90086002,77.71111806
238,12.91780987,77.64496475
239,12.97329409,77.61130504
240,12.970031,77.640634
241,12.96724,77.60171
242,12.97182288,77.59611636
243,12.9292316,77.63457857
244,12.99782157,77.54671209
245,12.90090375,77.59482622
246,12.99630509,77.69539665
247,12.9612231,77.6486703
248,12.93288133,77.58500732
250,12.9312344,77.62337834
251,12.9599009,77.64715813
252,12.93586898,77.61585508
253,12.96831421,77.60117702
254,12.91227299,77.64311839
255,12.94095278,77.57681217
256,12.91723929,77.58577242
257,12.90659546,77.58972902
258,13.26226061,77.7162163
259,12.97322712,77.64683928
260,12.97446407,77.60748524
261,12.93421194,77.61695713
262,12.92551874,77.58390058
263,13.05042275,77.57698761
264,13.02407234,77.64310263
265,12.95052995,77.6999259
266,13.02414836,77.6361394
267,12.91231384,77.64003284
268,13.0248465,77.63162244
269,13.02118635,77.64148425
270,12.99216854,77.588575
271,12.96713865,77.59563223
272,12.972226,77.773276
273,12.83989276,77.6638817
274,12.97531124,77.57856231
275,13.01238219,77.55435705
276,12.97905799,77.72744905
277,13.0071375,77.57947728
278,12.92944629,77.68342596
279,12.98402459,77.57811002
280,13.01746017,77.64335677
281,12.98411313,77.58396763
282,12.90656703,77.58978669
283,12.98026485,77.64067188
284,12.98866113,77.72947714
285,12.9823829,77.63928115
286,12.91183573,77.59983089
287,12.9309602,77.6080777
288,12.9125926,77.65223254
289,12.89297285,77.59880193
290,12.98655588,77.59472765
291,12.99919626,77.57149167
292,12.99288073,77.57141188
293,12.96658615,77.59508807
294,12.974143,77.620468
295,12.92484656,77.67470241
296,12.96879841,77.6020826
297,12.93276664,77.61418641
298,12.97567912,77.60180399
299,12.92440834,77.56481364
300,12.97509888,77.62001619
301,13.069119,77.58048143
302,12.97766554,77.63660766
303,12.93630097,77.58396227
304,13.02542238,77.63866056
305,12.96018222,77.64924858
306,12.968444,77.584417
307,13.02372609,77.63975691
308,12.90111356,77.59493317
309,12.97107,77.647521
310,12.93357997,77.61570387
311,12.94078188,77.57051133
312,12.99967192,77.61603612
313,12.98725894,77.59472966
314,12.98099929,77.63831053
315,13.00458747,77.57864613
316,12.96304767,77.60582127
317,12.91061219,77.68462557
318,12.91516971,77.63556194
319,12.92948191,77.57343929
320,12.9967324,77.69675486
322,12.8893745,77.58188456
323,12.99088463,77.61932686
324,12.9167759,77.59005792
325,12.95901741,77.51929186
326,12.939496,77.625999
327,12.975798,77.641156
328,12.97660209,77.72572272
329,12.91211024,77.64369573
330,12.97382142,77.642591
331,12.96716086,77.59554338
332,12.9961632,77.6954335
333,12.97046708,77.64469143
334,12.70034365,77.25174554
335,12.96473556,77.71748196
336,12.94990945,77.69927043
337,12.94009797,77.56441332
338,12.96654629,77.64164887
339,12.92351263,77.56975796
340,12.95740986,77.74078768
341,12.91048147,77.68473689
342,13.02548151,77.63939984
343,12.97130274,77.63512105
344,12.9120841,77.63851304
345,12.965649,77.641645
346,12.91239586,77.63358917
347,13.0054205,77.57242776
348,12.93551771,77.60829359
349,12.99957228,77.61585709
350,12.98078465,77.64042713
351,12.93372179,77.6192997
352,12.88666345,77.58208338
353,12.93434494,77.60961693
354,12.91910003,77.65158679
355,12.96994064,77.63811205
356,12.93635913,77.62121078
357,12.92413842,77.56644778
358,12.96087882,77.50921045
359,12.95664561,77.71695625
360,12.95086421,77.69944713
361,12.969999,77.639917
362,12.965944,77.641337
363,12.97498322,77.60753151
364,12.93413711,77.62346283
365,13.0321872,77.56967917
366,13.01233809,77.55401038
367,12.90684285,77.5952547
368,12.97543899,77.60232367
369,12.97537953,77.64702301
370,12.99585949,77.69639678
371,12.97495904,77.60760259
372,12.90369962,77.51388352
373,12.97991723,77.64057733
374,12.97225415,77.59615961
375,12.9039091,77.50785291
376,12.936282,77.615714
377,12.9406075,77.62358526
378,12.970089,77.64083
379,12.92092678,77.6515013
380,12.97618945,77.6020759
381,12.97584085,77.55263843
382,12.9264004,77.58476693
383,13.02226366,77.64351368
384,12.936221,77.622319
385,12.97475223,77.59950768
386,12.86788137,77.54336368
387,13.0938126,77.5955638
388,12.92204504,77.58391567
389,12.929122,77.634665
390,12.89887096,77.60568682
391,12.96294149,77.74780937
392,13.02780887,77.57336989
394,12.96592453,77.71812033
395,12.9086357,77.6519338
396,12.936978,77.620128
397,12.96869386,77.64147252
398,12.96866347,77.60272298
399,12.91378214,77.58581903
400,12.97779198,77.69553613
401,12.97194736,77.59857964
402,12.9644451,77.63875544
403,12.94911741,77.6455069
404,12.95767876,77.64491547
405,12.96409452,77.73969904
406,12.97850095,77.64261514
407,12.841875,77.644528
408,12.93703783,77.61984084
409,12.98728867,77.73814838
410,12.99409537,77.57141691
411,12.97369988,77.60300361
412,12.99087123,77.61932451
413,13.01455582,77.62880143
414,12.95781044,77.70890996
415,12.95395097,77.63965163
416,12.9387602,77.57076882
417,12.99464519,77.58522928
418,12.92713761,77.58520279
419,12.92888358,77.62905356
420,12.96083831,77.50729736
421,12.9512782,77.71559637
422,13.0293085,77.56176967
423,12.967885,77.648157
424,12.9745794,77.60677312
425,12.993883,77.703264
426,12.98532226,77.57905718
427,12.97506784,77.62002826
428,12.9063631,77.58903835
429,13.09724479,77.58419327
430,12.93520401,77.62423128
431,12.92346851,77.58137964
432,12.91325142,77.66626652
433,12.92577004,77.63352077
434,12.90813144,77.63484478
435,12.97034479,77.64483768
436,12.96830506,77.60115489
437,12.92878,77.62776576
438,12.9805896,77.64085595
439,12.97365218,77.60712918
440,12.90023509,77.58569464
441,12.96840863,77.74989177
442,12.91489651,77.50098947
443,12.96703769,77.6416187
444,13.02802283,77.57126402
445,12.94829759,77.56862774
446,12.93790278,77.5677577
447,12.91680956,77.59399608
448,12.9207428,77.61321008
449,13.02251518,77.5926248
450,12.84807769,77.65771933
451,12.92109899,77.64507204
452,13.01244622,77.6656305
454,12.970265,77.573028
455,12.93469066,77.61570521
456,12.92337179,77.58598566
457,12.97986463,77.72786278
458,13.019247,77.63770703
459,12.96431474,77.59834461
460,12.96628752,77.59504281
461,12.92600826,77.50001013
462,12.89363794,77.61086516
463,12.92828068,77.68216766
464,12.9674046,77.71462172
465,13.01279085,77.64781393
466,12.93415443,77.6157508
467,12.98643304,77.59841468
468,12.97223977,77.6258862
469,12.91036285,77.59126358
470,12.92870647,77.587023
471,12.91181089,77.64120229
472,12.97065714,77.60068517
473,13.0220141,77.63985749
474,12.97605387,77.57554416
475,12.99464617,77.58523431
476,12.97459083,77.59945706
477,13.02864476,77.57171396
478,13.02061634,77.64315359
479,12.91080631,77.68079303
480,13.0233047,77.63560686
481,12.99017962,77.53791243
482,12.9137662,77.6100581
483,12.96417751,77.7170109
484,12.92928781,77.68321004
485,13.02223328,77.63953496
486,12.9744376,77.60728408
487,12.95125206,77.69932576
488,12.925024,77.63742138
490,13.08711421,77.590991
491,12.96880593,77.6144211
492,12.93353389,77.62238156
493,12.97261485,77.65334096
494,12.98484168,77.57961005
495,12.89797222,77.65828863
496,12.932918,77.614292
497,12.9915354,77.57050697
498,12.91059749,77.63795011
499,12.90849517,77.65154924
500,12.90623336,77.59335
501,13.04256468,77.55497564
502,12.93208499,77.63208613
503,12.93441748,77.61632882
504,12.90842066,77.5858663
505,13.03406538,77.56926477
506,12.92345512,77.58140478
507,12.99687843,77.54741684
508,13.09958454,77.57814657
509,12.98986697,77.59128135
510,12.93937223,77.57126302
511,12.91192952,77.63933782
